Latitude, Longitude, Data Value
17, -60, -27.4448
17, -59, -20.252
17, -58, -0.0436503
17, -57, 34.5386
17, -56, 12.9565
17, -55, -9.82822
17, -54, 14.9685
17, -53, 21.6946
17, -52, 27.6326
17, -51, 48.1573
17, -50, 12.6368
17, -49, 13.0026
17, -48, -1.0636
17, -47, 17.8557
17, -46, 59.7443
17, -45, 76.8308
17, -44, 57.646
17, -43, 58.1784
17, -42, 56.7321
17, -41, 76.0523
17, -40, 92.0553
17, -39, 90.411
17, -38, 67.2126
17, -37, 75.7979
17, -36, 76.8777
17, -35, 84.4226
17, -34, 91.2445
17, -33, 81.1652
17, -32, 83.1494
17, -31, 59.544
17, -30, 26.9217
17, -29, 42.5497
17, -28, 27.709
17, -27, -3.67335
17, -26, 25.5423
17, -25, 23.9416
17, -24, 26.3088
17, -23, 36.4234
16, -85, -999
16, -84, 98.336
16, -83, 101.634
16, -82, 94.1623
16, -81, 54.2775
16, -80, 89.0714
16, -79, 176.769
16, -78, 227.96
16, -77, 155.164
16, -76, 36.6801
16, -75, 17.2667
16, -74, -22.077
16, -73, -16.6404
16, -72, -34.848
16, -71, -59.772
16, -70, 20.3082
16, -69, 93.1416
16, -68, 29.8642
16, -67, -10.8203
16, -66, 26.1891
16, -65, 117.418
16, -64, 74.8055
16, -63, 36.3596
16, -62, 13.8444
16, -61, -24.7153
16, -60, -2.62565
16, -59, 8.75609
16, -58, 29.6092
16, -57, 33.6191
16, -56, -20.909
16, -55, -34.3265
16, -54, 30.3361
16, -53, 59.8367
16, -52, 43.1124
16, -51, 72.363
16, -50, 22.8834
16, -49, 6.04377
16, -48, 18.9284
16, -47, 45.7414
16, -46, 40.8165
16, -45, 36.9493
16, -44, 37.1044
16, -43, 82.3954
16, -42, 93.4192
16, -41, 80.3017
16, -40, 71.8206
16, -39, 89.2937
16, -38, 91.1458
16, -37, 76.2873
16, -36, 80.6659
16, -35, 89.6172
16, -34, 68.9655
16, -33, 67.69
16, -32, 94.2455
16, -31, 77.0328
16, -30, 60.1658
16, -29, 69.4561
16, -28, 27.3095
16, -27, -12.2196
16, -26, 50.6444
16, -25, 70.0642
16, -24, 32.945
16, -23, 52.713
15, -85, -999
15, -84, -999
15, -83, 102.248
15, -82, 80.6589
15, -81, 7.9828
15, -80, -41.3722
15, -79, 12.8469
15, -78, 118.386
15, -77, 74.109
15, -76, -2.16541
15, -75, 23.4426
15, -74, 58.553
15, -73, 55.9791
15, -72, 4.81625
15, -71, -66.4298
15, -70, -16.9469
15, -69, 36.794
15, -68, -23.4546
15, -67, -24.0045
15, -66, 23.8395
15, -65, 88.3694
15, -64, 70.1606
15, -63, 57.2168
15, -62, 29.9742
15, -61, 13.9626
15, -60, 8.41337
15, -59, 43.5678
15, -58, 54.9765
15, -57, 44.2047
15, -56, 4.15502
15, -55, -15.4149
15, -54, 10.2017
15, -53, 21.2172
15, -52, 31.927
15, -51, 60.4624
15, -50, 41.2512
15, -49, 37.7828
15, -48, 52.2506
15, -47, 59.0756
15, -46, 42.6979
15, -45, 48.4787
15, -44, 67.0489
15, -43, 73.1795
15, -42, 70.3424
15, -41, 76.5038
15, -40, 68.1171
15, -39, 83.8989
15, -38, 90.6727
15, -37, 64.5919
15, -36, 59.1826
15, -35, 76.4515
15, -34, 60.8368
15, -33, 74.739
15, -32, 91.9971
15, -31, 86.8902
15, -30, 91.4858
15, -29, 90.7748
15, -28, 39.2547
15, -27, 7.24792
15, -26, 67.9961
15, -25, 73.686
15, -24, 43.3424
15, -23, 74.4921
14, -85, -999
14, -84, -999
14, -83, 87.2482
14, -82, 75.7519
14, -81, 58.3226
14, -80, -2.80118
14, -79, -29.7629
14, -78, 45.3927
14, -77, 62.3486
14, -76, 21.6005
14, -75, 43.2446
14, -74, 124.527
14, -73, 107.918
14, -72, 51.1879
14, -71, 0.483305
14, -70, 5.88045
14, -69, 46.2899
14, -68, 12.4389
14, -67, 21.7977
14, -66, 38.3754
14, -65, 64.2825
14, -64, 47.1173
14, -63, 42.9519
14, -62, 11.3653
14, -61, 3.90844
14, -60, 26.7384
14, -59, 57.2657
14, -58, 57.9581
14, -57, 54.6688
14, -56, 50.5267
14, -55, 37.7527
14, -54, 11.1028
14, -53, 0.766221
14, -52, 27.9897
14, -51, 40.178
14, -50, 33.5096
14, -49, 46.3776
14, -48, 55.2401
14, -47, 72.2282
14, -46, 62.8959
14, -45, 57.5247
14, -44, 80.1322
14, -43, 70.871
14, -42, 67.9833
14, -41, 86.979
14, -40, 83.8427
14, -39, 74.3777
14, -38, 72.8863
14, -37, 60.6254
14, -36, 42.7701
14, -35, 63.307
14, -34, 70.1013
14, -33, 72.3508
14, -32, 78.151
14, -31, 74.5859
14, -30, 73.6002
14, -29, 72.9299
14, -28, 58.0841
14, -27, 75.7321
14, -26, 92.2211
14, -25, 96.0023
14, -24, 87.9754
14, -23, 82.6482
13, -85, -999
13, -84, -999
13, -83, 116.707
13, -82, 90.1577
13, -81, 126.496
13, -80, 134.159
13, -79, 85.1856
13, -78, 85.0835
13, -77, 82.8586
13, -76, 102.829
13, -75, 70.1797
13, -74, 85.8834
13, -73, 66.3934
13, -72, 46.1987
13, -71, 23.5063
13, -70, 36.2591
13, -69, 31.657
13, -68, -7.89441
13, -67, -8.67262
13, -66, -2.61956
13, -65, 53.7941
13, -64, 50.0111
13, -63, 11.0644
13, -62, -1.69512
13, -61, -25.5343
13, -60, 58.6617
13, -59, 106.157
13, -58, 99.0292
13, -57, 57.9361
13, -56, 62.524
13, -55, 50.0611
13, -54, 7.99134
13, -53, 5.19124
13, -52, 30.6893
13, -51, 49.0848
13, -50, 52.9663
13, -49, 57.8502
13, -48, 54.6019
13, -47, 71.5633
13, -46, 75.3436
13, -45, 65.8886
13, -44, 86.2786
13, -43, 92.6722
13, -42, 107.694
13, -41, 105.622
13, -40, 88.6833
13, -39, 67.3819
13, -38, 70.2999
13, -37, 69.8638
13, -36, 44.6309
13, -35, 56.0728
13, -34, 60.9975
13, -33, 45.4866
13, -32, 38.3379
13, -31, 27.3751
13, -30, 34.2581
13, -29, 51.3238
13, -28, 77.9165
13, -27, 101.803
13, -26, 110.62
13, -25, 156.25
13, -24, 162.334
13, -23, 109.571
